ID	Name	Glottocode
Cora	Cora	
Huichol	Huichol	
ProtoNahua	Proto-Nahua	
Tepiman	Tepiman	
Cahita	Cahita	
Tarahumaran	Tarahumaran	
ProtoCoracholNahua	Proto-Corachol-Nahua	
ProtoUtoAztecan	PUA	
